"treatment","rank","total","precent"
"HYDROXYZINE..BRD.BRD.A62428732.300.06.3.",2209,7518,29.3828145783453
"CORTISONE..BRD.BRD.A62731508.001.05.8.",-1,8315,-0.0120264582080577
"BIMU.8..BRD.BRD.A62743154.003.01.5.",-1,8568,-0.011671335200747
"MIGLITOL..BRD.BRD.A63310107.001.04.8.",6325,9720,65.0720164609053
"SHA.68..BRD.BRD.A63344375.001.01.8.",9050,10146,89.1977133845851
"SULBACTAM.PIVOXIL..BRD.BRD.A63431791.001.01.9.",-1,8822,-0.0113352981183405
"ME.0328..BRD.BRD.A63444178.001.01.5.",6566,8353,78.6064886866994
"RO.04.5595..BRD.BRD.A63546914.003.02.0.",-1,10152,-0.00985027580772262
"BRIVUDINE..BRD.BRD.A63675168.001.01.6.",-1,9144,-0.0109361329833771
"FIDARESTAT..BRD.BRD.A63752151.001.01.2.",6794,7241,93.826819500069
"HYPERIN..BRD.BRD.A63780829.001.11.4.",4754,10480,45.3625954198473
"LY266097..BRD.BRD.A64004759.003.01.9.",2697,8904,30.2897574123989
"ANDROSTENONE..BRD.BRD.A64011898.001.01.0.",2562,9665,26.5080186239007
"SANGIVAMYCIN..BRD.BRD.A64064900.001.02.3.",580,6419,9.03567533883782
"MEXILETINE..BRD.BRD.A64092382.003.18.3.",-1,8993,-0.011119759813188
"DEHYDROCHOLATE..BRD.BRD.A64125466.236.04.6.",5840,10680,54.6816479400749
"OCTREOTIDE..BRD.BRD.A64173453.015.02.3.",-1,7507,-0.0133209004928733
"SKF.77434..BRD.BRD.A64227845.004.09.3.",2365,6786,34.851164161509
"LANATOSIDE.C..BRD.BRD.A64242993.001.05.6.",3518,8270,42.5392986698912
"SN.2..BRD.BRD.A64319165.001.07.0.",-1,11929,-0.00838293234973594
"TIMOFIBRATE..BRD.BRD.A64406146.001.01.2.",3024,8646,34.9757113115892
"DPI.201106..BRD.BRD.A64553394.001.04.4.",68,10457,0.650282107679067
"PRANOPROFEN..BRD.BRD.A64610707.001.04.4.",7767,13165,58.9973414356248
"LEVO.PHENCYNONATE..BRD.BRD.A64698388.003.01.7.",-1,9221,-0.0108448107580523
"ISOMETHEPTENE.MUCATE..BRD.BRD.A64743628.001.01.5.",540,7742,6.97494187548437
"AH11110..BRD.BRD.A64808605.003.02.7.",3560,9441,37.7078699290329
"MIRTAZAPINE..BRD.BRD.A64977602.001.15.9.",-1,9723,-0.0102848914943947
"OXYBUTYNIN..BRD.BRD.A65013509.003.24.4.",-1,8138,-0.0122880314573605
"ACENOCOUMAROL..BRD.BRD.A65051990.001.12.9.",-1,10598,-0.00943574259294206
"ATPA..BRD.BRD.A65145453.001.06.1.",-1,10916,-0.00916086478563576
"EMD.53998..BRD.BRD.A65248799.001.01.7.",-1,6776,-0.0147579693034238
"MOLINDONE..BRD.BRD.A65280694.003.13.7.",-1,10511,-0.00951384264104272
"CIMATEROL..BRD.BRD.A65440446.001.04.1.",7641,10500,72.7714285714286
"FLUNISOLIDE..BRD.BRD.A65449987.001.10.4.",-1,6072,-0.0164690382081686
"SOLAMARGINE..BRD.BRD.A65562236.001.01.2.",6555,8506,77.0632494709617
"RX.821002..BRD.BRD.A65597028.003.07.3.",-1,10355,-0.00965717044905843
"ZACOPRIDE..BRD.BRD.A65615053.003.02.2.",-1,9435,-0.0105988341282459
"CANDESARTAN.CILEXETIL..BRD.BRD.A65671304.001.07.5.",-1,12139,-0.00823791086580443
"PHENYLPIRACETAM..BRD.BRD.A65683612.001.07.7.",5819,9949,58.4882902804302
"HYDROCORTISONE.ACETATE..BRD.BRD.A65767837.001.04.4.",3229,6616,48.8059250302297
"BTS.72664..BRD.BRD.A65793993.001.01.6.",2766,11538,23.9729589183567
"DEPTROPINE..BRD.BRD.A65797496.048.09.3.",7282,9201,79.1435713509401
"IOVERSOL..BRD.BRD.A65818372.001.05.3.",-1,10987,-0.00910166560480568
"AM.1241..BRD.BRD.A66116161.001.02.3.",-1,8918,-0.011213276519399
"X3.HYDROXY.3.PHENYLPENTANAMIDE..BRD.BRD.A66143912.001.01.1.",5629,10419,54.0262981092235
"IXAZOMIB.CITRATE..BRD.BRD.A66419424.001.02.4.",1598,6271,25.4823792058683
"HTMT..BRD.BRD.A66435872.332.01.8.",3339,7907,42.2284052105729
"TC.E.5006..BRD.BRD.A66521565.001.01.8.",8001,9277,86.2455535194567
"X2..3.MERCAPTOPROPYL.PENTANEDIOIC.ACID..BRD.BRD.A66788520.001.01.7.",-1,9923,-0.0100775975007558
"DIFLORASONE.DIACETATE..BRD.BRD.A66869276.001.02.9.",-1,5332,-0.018754688672168
"FENIGAM..BRD.BRD.A66920069.001.01.3.",-1,8539,-0.0117109731818714
"NM107..BRD.BRD.A66966115.001.01.0.",-1,7500,-0.0133333333333333
"SNAP..BRD.BRD.A67006024.001.04.8.",8829,10296,85.7517482517483
"RBC8..BRD.BRD.A67036568.001.03.9.",-1,10394,-0.00962093515489706
"ALBENDAZOLE.OXIDE..BRD.BRD.A67060370.001.02.9.",-1,7941,-0.0125928724342022
"IFOSFAMIDE..BRD.BRD.A67097164.001.18.7.",-1,8613,-0.0116103564379426
"HYGROMYCIN.B..BRD.BRD.A67101513.001.03.7.",247,6924,3.56730213749278
"GADOBUTROL..BRD.BRD.A67181951.001.01.2.",4963,10090,49.187314172448
"TOLOXATONE..BRD.BRD.A67182178.001.01.7.",3557,10326,34.447026922332
"SODIUM.ASCORBATE..BRD.BRD.A67265925.236.02.6.",962,6701,14.3560662587673
"SPIRAMYCIN..BRD.BRD.A67305656.001.01.5.",2,9779,0.020451988955926
"DIHYDROSTREPTOMYCIN..BRD.BRD.A67363467.001.01.3.",-1,11854,-0.00843597098025983
"X4.P.PDOT..BRD.BRD.A67482312.001.02.6.",2542,9143,27.8026905829596
"FURALTADONE..BRD.BRD.A67514145.003.05.8.",7085,8334,85.0131989440845
"LAFUTIDINE..BRD.BRD.A67516570.001.02.8.",-1,9038,-0.0110643947776057
"PIMONIDAZOLE..BRD.BRD.A67521319.001.01.6.",1741,6318,27.5561886672998
"POLYINOSINE..BRD.BRD.A67531813.001.01.6.",-1,10501,-0.0095229025807066
"LEVOMEQUITAZINE..BRD.BRD.A67616246.001.07.9.",-1,9380,-0.0106609808102345
"K.858..BRD.BRD.A67748489.001.10.0.",3788,9448,40.0931414055885
"NAFTIDROFURYL..BRD.BRD.A67862938.034.14.9.",144,9191,1.56675008160157
"NSC.405020..BRD.BRD.A67975844.001.01.8.",9095,10257,88.671151408794
"DQP.1105..BRD.BRD.A67976398.001.02.9.",-1,9451,-0.0105808909110147
"PRANIDIPINE..BRD.BRD.A68083442.001.01.6.",2386,10158,23.4888757629455
"REV.5901..BRD.BRD.A68281735.001.18.6.",2791,9979,27.9687343421184
"BTS.54505..BRD.BRD.A68304895.003.02.2.",72,9063,0.794438927507448
"MAZINDOL..BRD.BRD.A68464583.001.02.5.",-1,9672,-0.010339123242349
"SIMEPREVIR..BRD.BRD.A68493689.001.01.9.",-1,6168,-0.0162127107652399
"ETHYLNOREPINEPHRINE..BRD.BRD.A68509429.003.03.9.",5632,13140,42.8614916286149
"TROXIPIDE..BRD.BRD.A68589262.001.04.3.",-1,11657,-0.00857853650167281
"EVODIAMINE..BRD.BRD.A68631409.001.05.4.",160,7578,2.11137503299023
"BROMPHENIRAMINE..BRD.BRD.A68723818.050.32.5.",7837,8698,90.1011726833755
"AZELASTINE..BRD.BRD.A68888262.003.15.1.",-1,8261,-0.0121050720251785
"AMITIFADINE..BRD.BRD.A68942014.003.01.7.",-1,10307,-0.00970214417386242
"ECHINOMYCIN..BRD.BRD.A68969091.001.12.7.",1129,7183,15.7176667130725
"CPA.INHIBITOR..BRD.BRD.A69126730.001.01.3.",-1,10178,-0.00982511298879937
"PINITOL..BRD.BRD.A69275535.001.01.5.",-1,8337,-0.0119947223221782
"DILTIAZEM..BRD.BRD.A69636825.003.04.7.",372,5766,6.45161290322581
"MINOCYCLINE..BRD.BRD.A69651145.003.07.2.",-1,8236,-0.0121418164157358
"FLUMEQUINE..BRD.BRD.A69777949.001.24.2.",-1,10126,-0.0098755678451511
"CYCLOSPORIN.A..BRD.BRD.A69815203.001.07.6.",-1,7638,-0.0130924325739722
"AMINOPENTAMIDE..BRD.BRD.A69917777.065.02.2.",257,11440,2.2465034965035
"SECNIDAZOLE..BRD.BRD.A70083328.001.23.5.",1953,6283,31.0838771287601
"SECNIDAZOLE..BRD.BRD.A70083328.001.24.3.",2444,9564,25.5541614387286
"AZAPROPAZONE..BRD.BRD.A70182876.001.11.9.",-1,9737,-0.0102701037280477
"PG.9..BRD.BRD.A70268693.050.01.2.",6654,9660,68.8819875776397
"PSB.36..BRD.BRD.A70407468.001.02.0.",6209,7064,87.89637599094
"ARTICAINE..BRD.BRD.A70514680.003.11.2.",7221,8781,82.2343696617697
"SULCONAZOLE..BRD.BRD.A70649075.008.30.8.",3964,10582,37.4598374598375
"ABC.294640..BRD.BRD.A70814879.001.01.2.",-1,9408,-0.0106292517006803
"ESTRAMUSTINE..BRD.BRD.A70858459.001.01.7.",528,7841,6.73383497002933
"PINAVERIUM..BRD.BRD.A70998768.004.01.1.",6553,10494,62.4452067848294
"FENDILINE..BRD.BRD.A71033472.003.23.9.",-1,8462,-0.0118175372252423
"FURSULTIAMINE..BRD.BRD.A71157293.003.10.0.",-1,7241,-0.0138102472034249
"NAFADOTRIDE..BRD.BRD.A71262238.001.08.4.",6672,10592,62.9909365558912
"INIMUR..BRD.BRD.A71407503.001.01.8.",3430,8759,39.1597214293869
"METOXIBUTROPATE..BRD.BRD.A71725768.001.01.3.",-1,5885,-0.0169923534409516
"PICARTAMIDE..BRD.BRD.A71765060.001.01.4.",8045,10006,80.4017589446332
"LUFENURON..BRD.BRD.A71774530.001.05.9.",-1,8755,-0.0114220445459737
"MIFOBATE..BRD.BRD.A72066420.001.04.5.",-1,7282,-0.0137324910738808
"EPRAZINONE..BRD.BRD.A72212290.300.01.4.",-1,8896,-0.0112410071942446
"OZOLINONE..BRD.BRD.A72297358.001.01.8.",6326,11166,56.6541286046928
"METERGOLINE..BRD.BRD.A72309220.001.04.1.",1179,9778,12.0576805072612
"MISOPROSTOL..BRD.BRD.A72351335.001.04.5.",2088,12372,16.8768186226964
"CHOLINE.ALFOSCERATE..BRD.BRD.A72390365.001.15.2.",-1,8201,-0.0121936349225704
"GADOTERIDOL..BRD.BRD.A72401848.001.02.2.",5794,12666,45.7445128690984
"SPIROXATRINE..BRD.BRD.A72483914.001.03.7.",7333,11806,62.1124851770286
"SKF.96365..BRD.BRD.A72703248.003.04.9.",4043,7514,53.8062283737024
"LASALOCID..BRD.BRD.A72711497.236.03.8.",4022,10263,39.1893208613466
"PERUVOSIDE..BRD.BRD.A72716251.001.01.5.",727,6042,12.0324395895399
"NALMEFENE..BRD.BRD.A72767275.003.01.6.",1443,9360,15.4166666666667
"TIAPROFENIC.ACID..BRD.BRD.A72988804.001.11.1.",3195,10504,30.4169840060929
"FEXOFENADINE..BRD.BRD.A73368467.003.17.6.",-1,9547,-0.0104744946056353
"BECLOMETHASONE..BRD.BRD.A73385064.001.01.5.",-1,6495,-0.0153964588144727
"ADAPREV..BRD.BRD.A73427433.240.01.3.",6488,10233,63.4027167008697
"TAGATOSE..BRD.BRD.A73556557.001.06.4.",1688,8477,19.9127049663796
"TIPRENOLOL..BRD.BRD.A73566563.001.01.6.",5478,10336,52.999226006192
"MK.571..BRD.BRD.A73679382.236.01.8.",4678,10394,45.0067346546084
"LB.100..BRD.BRD.A73709786.001.01.3.",8643,8866,97.4847732912249
"NANCHANGMYCIN..BRD.BRD.A73871920.236.03.6.",10101,10378,97.3308922721141
"OXF.BD.02..BRD.BRD.A73891132.001.02.9.",-1,7223,-0.0138446628824588
"EX.527..BRD.BRD.A73908300.001.06.7.",4084,8775,46.5413105413105
"X5.HYDROXYTRYPTOPHAN..BRD.BRD.A73930134.001.03.0.",-1,7476,-0.0133761369716426
"CGP.54626..BRD.BRD.A74208568.003.01.5.",1901,12511,15.1946287267205
"ANTIMONYL..BRD.BRD.A74328360.409.02.8.",2529,8250,30.6545454545455
"MINERVAL..BRD.BRD.A74347210.001.01.7.",5269,11601,45.4184984053099
"PMPA..BRD.BRD.A74387232.001.02.5.",-1,8281,-0.0120758362516604
"IBUTILIDE..BRD.BRD.A74391928.051.01.3.",6045,10188,59.3345111896349
"IBUTILIDE..BRD.BRD.A74391928.051.02.1.",-1,9837,-0.0101657009250788
"ETODOLAC..BRD.BRD.A74667430.001.23.6.",10262,11903,86.2135596068218
"ESTRADIOL.BENZOATE..BRD.BRD.A74765037.001.01.1.",3747,10774,34.7781696677186
"PRALATREXATE..BRD.BRD.A74914197.001.02.9.",1043,9345,11.1610486891386
"HOMATROPINE..BRD.BRD.A74975734.004.09.9.",-1,11089,-0.00901794571196681
"HOMATROPINE..BRD.BRD.A74975734.004.10.7.",-1,6156,-0.0162443144899285
"GATIFLOXACIN..BRD.BRD.A74980173.001.11.9.",-1,9999,-0.01000100010001
"NKY.80..BRD.BRD.A75015151.001.08.9.",2546,8308,30.6451612903226
"ISOQUINOLINE..6.7.DIMETHOXY.1.METHYL.1.2.3.4.TETRAHYDRO...BRD.BRD.A75140635.003.10.9.",401,10624,3.77447289156627
"IBUPROFEN.PICONOL..BRD.BRD.A75224450.001.02.4.",2110,11027,19.1348508207128
"ANIDULAFUNGIN..BRD.BRD.A75305484.001.01.3.",7286,9873,73.7972247543806
"VITAMIN.B12..BRD.BRD.A75369945.001.01.2.",2829,10132,27.9214370311883
"RIMANTADINE..BRD.BRD.A75479906.001.02.4.",-1,9529,-0.0104942806170637
"CIM.0216..BRD.BRD.A75514485.001.02.9.",3287,12755,25.7702861622893
"ISOXICAM..BRD.BRD.A75552914.001.15.0.",-1,9029,-0.011075423634954
"CLENBUTEROL..BRD.BRD.A75726477.003.21.3.",5689,9538,59.6456280142588
"SDM25N..BRD.BRD.A75769826.003.02.1.",-1,9505,-0.0105207785376118
"BLEBBISTATIN........BRD.BRD.A75817871.001.06.7.",-1,10008,-0.00999200639488409
"LOMEFLOXACIN..BRD.BRD.A75850590.213.01.0.",6204,7054,87.9500992344769
"LEUCOVORIN..BRD.BRD.A75919782.399.02.6.",-1,11534,-0.00867001907404196
"BAFETINIB..BRD.BRD.A75975749.001.01.4.",6290,9062,69.4107261090267
"LISADIMATE..BRD.BRD.A76533773.001.01.9.",10897,11437,95.2784821194369
"CLINDAMYCIN.PALMITATE..BRD.BRD.A76672327.003.02.0.",1276,9201,13.8680578198022
"D609..BRD.BRD.A77118605.237.09.5.",7072,9079,77.8940411939641
"SYM.2206..BRD.BRD.A77218119.001.03.5.",-1,8357,-0.0119660165131028
"CYCLOPENTOLATE..BRD.BRD.A77291778.003.22.0.",6385,6656,95.9284855769231
"PALMITOYLCARNITINE..BRD.BRD.A77577770.003.08.9.",2399,10742,22.3328989015081
"MRS.1845..BRD.BRD.A78093359.001.06.3.",7748,9290,83.4015069967707
"IMEXON..BRD.BRD.A78195072.001.06.2.",2576,6496,39.6551724137931
"RG7112..BRD.BRD.A78210457.001.01.5.",-1,8722,-0.0114652602614079
"METAZOSIN..BRD.BRD.A78277353.001.01.9.",-1,5614,-0.0178126113288208
"DOBUTAMINE..BRD.BRD.A78322124.003.14.0.",4032,9556,42.1933863541231
"REGADENOSON..BRD.BRD.A78341343.001.01.6.",-1,7315,-0.0136705399863295
"MONASTROL..BRD.BRD.A78377521.001.05.5.",-1,11038,-0.00905961224859576
"PREDNISOLONE.HEMISUCCINATE..BRD.BRD.A78391468.001.02.8.",-1,6164,-0.0162232316677482
"EDITOL..BRD.BRD.A78588743.001.03.4.",8258,11027,74.8889090414437
"CEFOTETAN..BRD.BRD.A78723049.001.01.2.",1164,12291,9.47034415425921
"NEFOPAM..BRD.BRD.A78877355.001.03.0.",-1,11485,-0.0087070091423596
"A740003..BRD.BRD.A78952587.001.01.5.",-1,6772,-0.0147666863555818
"TAFENOQUINE..BRD.BRD.A78965079.036.01.8.",-1,7621,-0.01312163758037
"SIB.1553A..BRD.BRD.A79052425.003.01.5.",-1,9093,-0.0109974705817662
"X3.DEAZAADENOSINE..BRD.BRD.A79431551.001.01.1.",-1,8638,-0.0115767538782125
"FLOSEQUINAN..BRD.BRD.A79643124.001.01.9.",-1,11251,-0.00888809883565905
"TROPICAMIDE..BRD.BRD.A79672927.001.20.7.",8099,11676,69.3645083932854
"CCG.1423..BRD.BRD.A79726147.001.02.9.",958,11630,8.23731728288908
"AY.22989..BRD.BRD.A79768653.001.12.0.",1462,11028,13.2571635836054
"NORFLUOXETINE..BRD.BRD.A79769222.001.01.3.",-1,10202,-0.00980199960792002
"MEMANTINE..BRD.BRD.A79803969.003.16.1.",4051,11171,36.2635395219765
"MIDODRINE..BRD.BRD.A79981887.003.16.4.",2047,6396,32.0043777360851
"BENDROFLUMETHIAZIDE..BRD.BRD.A80017228.001.25.7.",704,7763,9.06865902357336
"NSC.23766..BRD.BRD.A80213327.305.08.3.",2203,12700,17.3464566929134
"AD.5467..BRD.BRD.A80280426.001.03.8.",-1,12190,-0.00820344544708778
"BIAPENEM..BRD.BRD.A80321291.001.03.2.",-1,10102,-0.00989902989507028
"ONO.AE3.208..BRD.BRD.A80567330.001.01.7.",4575,8803,51.9709190048847
"HYDROXYAMPHETAMINE..BRD.BRD.A80871782.004.06.9.",4512,12996,34.7183748845799
"CLOPERASTINE..BRD.BRD.A80908310.003.13.8.",-1,8500,-0.0117647058823529
"FENOPROFEN..BRD.BRD.A81129465.001.03.8.",2488,10290,24.178814382896
"KN.62..BRD.BRD.A81177136.001.12.7.",2857,9539,29.9507285879023
"GLYCOPYRROLATE..BRD.BRD.A81233518.004.16.1.",5264,9831,53.5449089614485
"BI.D1870..BRD.BRD.A81370665.001.03.6.",4179,7746,53.9504260263362
"SAXAGLIPTIN..BRD.BRD.A81513827.001.03.6.",470,8951,5.250809965367
"OLIGOMYCIN.A..BRD.BRD.A81541225.001.06.8.",7446,8510,87.497062279671
"CPSI.1306........BRD.BRD.A81603255.001.01.0.",5444,10412,52.285824049174
"FENCLONINE........BRD.BRD.A81615860.003.01.7.",6306,11299,55.8102486945747
"PD.168568..BRD.BRD.A82013137.300.01.1.",-1,10522,-0.00950389659760502
"TOLVAPTAN..BRD.BRD.A82035391.001.02.7.",4865,8680,56.0483870967742
"MICONAZOLE..BRD.BRD.A82396632.008.29.0.",-1,10585,-0.00944733112895607
"TIBOLONE..BRD.BRD.A82522119.001.01.7.",900,7523,11.9633125083079
"MEPAZINE..BRD.BRD.A82772293.001.03.2.",-1,5553,-0.0180082838105529
"PRASUGREL..BRD.BRD.A83029242.001.05.3.",4814,9120,52.7850877192982
"ARDEPARIN..BRD.BRD.A83644949.236.01.6.",6016,7279,82.648715482896
"A.61603..BRD.BRD.A83650191.004.02.8.",-1,10405,-0.00961076405574243
"TC.I.2000..BRD.BRD.A83792282.001.01.6.",-1,11459,-0.00872676498821887
"DEXAMETHASONE.SODIUM.PHOSPHATE..BRD.BRD.A83802939.304.04.2.",3846,6189,62.1425109064469
"MEPHENYTOIN..BRD.BRD.A83937277.001.10.5.",7850,8989,87.3289576148626
"MELOXICAM..BRD.BRD.A84174393.236.07.1.",10533,11057,95.2609206837298
"NAV.26..BRD.BRD.A84202322.001.01.7.",10161,13116,77.4702653247941
"TROPANYL.3.5.DIMETHYLBENZOATE..BRD.BRD.A84389633.001.05.7.",-1,9809,-0.0101947191354878
"NISOLDIPINE..BRD.BRD.A84465106.001.09.5.",236,7507,3.1437325163181
"THIORIDAZINE..BRD.BRD.A84481105.003.31.3.",81,8407,0.963482811942429
"PIMOBENDAN..BRD.BRD.A84575140.001.02.4.",5390,8449,63.7945318972659
"NILVADIPINE..BRD.BRD.A84687895.001.03.2.",4416,7339,60.1716855157378
"GINSENOSIDE.RD..BRD.BRD.A84810646.001.01.6.",5873,9587,61.2600396370084
"ALCURONIUM..BRD.BRD.A84907376.300.03.8.",-1,8298,-0.0120510966497951
"NCS.382..BRD.BRD.A85025557.001.02.5.",787,10609,7.41822980488265
"X3.ALPHA.BIS..4.FLUOROPHENYL..METHOXYTROPANE..BRD.BRD.A85216385.003.02.4.",-1,5636,-0.0177430801987225
"ASCORBIC.ACID..BRD.BRD.A85242401.001.12.3.",-1,8986,-0.0111284219897619
"TIOPRONIN..BRD.BRD.A85295731.001.06.4.",-1,10607,-0.00942773640049024
"L.670596..BRD.BRD.A85472596.001.02.2.",1306,10807,12.0847598778569
"PIKETOPROFEN..BRD.BRD.A85548292.001.01.8.",2179,9940,21.9215291750503
"BEMESETRON..BRD.BRD.A85587465.001.03.3.",-1,8088,-0.0123639960435213
"CLOPAMIDE..BRD.BRD.A85651701.001.19.7.",-1,8759,-0.0114168284050691
"FULVESTRANT..BRD.BRD.A85667082.001.12.7.",-1,9520,-0.0105042016806723
"NIBENTAN..BRD.BRD.A85876464.001.01.5.",3126,9878,31.6460822028751
"FLURBIPROFEN........BRD.BRD.A86044036.001.26.5.",-1,9657,-0.0103551827689759
"VARENICLINE..BRD.BRD.A86216746.046.02.6.",-1,9747,-0.0102595670462706
"TETRAHYDROURIDINE..BRD.BRD.A86248581.001.01.4.",-1,9900,-0.0101010101010101
"L.....RHAMNOSE.MONOHYDRATE..BRD.BRD.A86354194.002.01.7.",-1,11343,-0.00881600987393106
"RACTOPAMINE..BRD.BRD.A86414188.003.01.5.",-1,6724,-0.0148720999405116
"X1..1.2.DIPHENYLETHYL.PIPERIDINE........BRD.BRD.A86415025.050.01.0.",-1,10971,-0.00911493938565308
"SR.3677..BRD.BRD.A86468475.300.02.9.",10231,11043,92.6469256542606
"NBI.74330........BRD.BRD.A86523169.001.01.0.",7164,8778,81.6131237183869
"OXFENICINE..BRD.BRD.A86525947.001.01.4.",7480,11510,64.98696785404
"ANDROGRAPHOLIDE..BRD.BRD.A86619021.001.04.8.",889,11048,8.04670528602462
"GABAPENTIN.ENACARBIL..BRD.BRD.A86665761.001.01.1.",-1,8148,-0.0122729504172803
"NICARAVEN..BRD.BRD.A86871940.001.01.9.",-1,7611,-0.0131388779398239
"X3.MATIDA..BRD.BRD.A87125127.001.03.9.",-1,5151,-0.01941370607649
"MASOPROCOL..BRD.BRD.A87130939.001.07.9.",-1,10765,-0.00928936367858802
"AZD7545..BRD.BRD.A87435144.001.01.6.",5787,9405,61.5311004784689
"TENIDAP..BRD.BRD.A87479750.001.02.7.",-1,9742,-0.0102648326832273
"MOGUISTEINE..BRD.BRD.A87673115.001.04.1.",-1,9031,-0.0110729708780866
"PRONETHALOL..BRD.BRD.A87715314.003.14.4.",-1,8347,-0.0119803522223553
"BENZOTRIPT..BRD.BRD.A87983072.001.01.1.",6035,12176,49.5647174770039
"EQUILIN..BRD.BRD.A88080608.001.04.2.",4432,8280,53.5265700483092
"HALCINONIDE..BRD.BRD.A88138582.001.04.8.",-1,6181,-0.0161786118751011
"ALBUTEROL..BRD.BRD.A88254928.001.07.9.",-1,7876,-0.0126968004062976
"TRELAGLIPTIN..BRD.BRD.A88369366.001.01.7.",-1,10142,-0.0098599881680142
"SKF.38393..BRD.BRD.A88548664.004.02.7.",-1,8430,-0.0118623962040332
"DEGARELIX..BRD.BRD.A88562598.001.01.7.",1743,10842,16.076369673492
"AVADOMIDE..BRD.BRD.A88644406.001.02.9.",6743,8936,75.458818263205
"BUCETIN..BRD.BRD.A88684804.001.04.3.",5547,10429,53.1882251414325
"KI.20227..BRD.BRD.A88787317.001.01.0.",7331,10433,70.2674206843669
"PERIFOSINE..BRD.BRD.A89082344.001.08.7.",2448,8732,28.0348144754924
"SORBINIL..BRD.BRD.A89164055.001.03.3.",-1,7985,-0.0125234815278647
"BISOPROLOL..BRD.BRD.A89175223.051.14.8.",-1,9476,-0.0105529759392149
"DALARGIN..BRD.BRD.A89196962.300.01.7.",-1,8256,-0.0121124031007752
"TERGURIDE..BRD.BRD.A89207210.001.01.6.",453,11740,3.85860306643952
"PD.102807..BRD.BRD.A89337244.001.02.9.",5770,8901,64.8241770587574
"MEFLOQUINE..BRD.BRD.A89585551.003.16.6.",2774,8465,32.7702303603071
"CARNITINE..D.L...BRD.BRD.A89594340.003.11.5.",-1,9577,-0.0104416831993317
"CGP.55845..BRD.BRD.A89672324.001.03.0.",-1,6988,-0.0143102461362335
"GPI.688..BRD.BRD.A90201073.001.02.9.",-1,8288,-0.0120656370656371
"CGP.37849..BRD.BRD.A90272038.001.01.7.",3205,7336,43.6886586695747
"GUAIFENESIN..BRD.BRD.A90515964.001.16.5.",-1,11313,-0.00883938831432865
"EPTIFIBATIDE..BRD.BRD.A90547603.001.02.5.",-1,8888,-0.0112511251125113
"LORNOXICAM..BRD.BRD.A90551241.001.10.8.",-1,10591,-0.00944197903880653
"CLINOFIBRATE..BRD.BRD.A90625545.001.02.0.",10463,10916,95.850128252107
"BENAXIBINE..BRD.BRD.A90642009.001.03.2.",5650,9528,59.2989084802687
"MANIDIPINE..BRD.BRD.A90695733.001.07.4.",-1,8173,-0.0122354092744402
"CACCINH.A01..BRD.BRD.A90751343.001.02.9.",3062,10413,29.4055507538654
"ISRADIPINE..BRD.BRD.A90799790.001.19.9.",-1,9701,-0.0103082156478714
"ADRAFINIL..BRD.BRD.A90926615.001.01.9.",740,8711,8.49500631385604
"BEPRIDIL..BRD.BRD.A91008255.003.24.8.",-1,8972,-0.0111457868925546
"SB.268262..BRD.BRD.A91031770.001.01.8.",627,10164,6.16883116883117
"EPRINOMECTIN..BRD.BRD.A91366704.001.01.9.",11851,12149,97.5471232200181
"TROFOSFAMIDE..BRD.BRD.A91386192.001.07.9.",4372,11231,38.92796723355
"BUCLIZINE..BRD.BRD.A91444184.300.01.9.",-1,7969,-0.0125486259254612
"MANDELIC.ACID..BRD.BRD.A91448670.001.08.9.",-1,7009,-0.0142673705236125
"ESTRADIOL.CYPIONATE..BRD.BRD.A91452556.001.04.0.",1,10772,0.00928332714444857
"CHLOROQUINE..BRD.BRD.A91699651.316.10.9.",-1,9301,-0.0107515320933233
"CITICOLINE..BRD.BRD.A91728607.236.11.9.",-1,8012,-0.0124812780828757
"CAMYLOFINE.CHLORHYDRATE..BRD.BRD.A91733352.300.04.5.",-1,13470,-0.00742390497401633
"PICROTIN..BRD.BRD.A91822151.001.05.0.",-1,8683,-0.0115167568812622
"TETRAHYDROPAPAVERINE..BRD.BRD.A91831168.003.02.5.",-1,8255,-0.0121138703815869
"SHIKIMIC.ACID..BRD.BRD.A92096630.001.02.8.",1851,10165,18.2095425479587
"BETAMETHASONE.ACETATE..BRD.BRD.A92177080.001.02.1.",2352,8360,28.133971291866
"CHLORPHENESIN..BRD.BRD.A92262698.001.02.5.",2044,8249,24.7787610619469
"PRULIFLOXACIN..BRD.BRD.A92341659.001.04.0.",8599,11616,74.0272038567493
"TRIAMCINOLONE.ACETONIDE..BRD.BRD.A92439610.001.05.7.",-1,5232,-0.0191131498470948
"SARI.59.801..BRD.BRD.A92448440.001.01.3.",-1,11762,-0.00850195544975344
"DANAZOL..BRD.BRD.A92537424.001.04.7.",-1,7935,-0.0126023944549464
"TRIMEBUTINE..BRD.BRD.A92630576.050.24.1.",3884,11041,35.1779730096912
"TOCAINIDE..BRD.BRD.A92670106.003.05.4.",-1,10863,-0.00920556015833563
"TIE2.KINASE.INHIBITOR..BRD.BRD.A92800748.001.05.5.",7570,8393,90.1942094602645
"LUPANINE..BRD.BRD.A92826379.001.01.5.",5454,10664,51.1440360090022
"N.ACETYLMANNOSAMINE..BRD.BRD.A92872453.001.01.8.",7695,9878,77.9003846932577
"SM.21..BRD.BRD.A92933783.050.01.6.",2943,10382,28.3471392795222
"CIGLITAZONE..BRD.BRD.A93000692.001.08.1.",-1,6491,-0.0154059466954244
